stop_id,stop_name,stop_lat,stop_lon,agency,routes,municipality,shading,shade_coverage,shade_sources,review_status,confidence,ridership,priority_score,heat_vulnerability_label,stop_code,nearby_destinations,tree_canopy_pct,heat_vulnerability_index,lst_median
6263,Gunn Hwy @Plantation/Sugarmill Dr W,28.052839,-82.524964,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,6263,,,,
5535,Gunn Hwy Hampton Park Blvd,28.05899,-82.53613,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5535,,,,
8119,Hank Ballard @ Scott St,27.956289,-82.452837,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,8119,,0.164497,8.725452,100.0
5002,Hanley Rd @ 6000 (School),28.001552,-82.562618,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5002,,,,
3176,Hanley Rd @ Barry Rd,28.017332,-82.562326,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3176,,,,
3185,Hanley Rd @ Barry Rd,28.017819,-82.562576,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3185,,,,
3172,Hanley Rd @ Hanna Ave,28.003857,-82.562575,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3172,,,,
3189,Hanley Rd @ Hanna Ave,28.004228,-82.56272,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3189,,,,
3191,Hanley Rd @ Henry Ave,28.00049,-82.56279,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3191,,,,
3169,Hanley Rd @ Hillsborough Ave,27.997273,-82.562748,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3169,,,,
3192,Hanley Rd @ Hillsborough Ave,27.996829,-82.562945,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3192,,,,
3173,Hanley Rd @ Jackson Springs Rd,28.00724,-82.562506,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3173,,,,
3188,Hanley Rd @ Jackson Springs Rd,28.00764,-82.562641,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3188,,,,
3183,Hanley Rd @ Nesting Place Ct,28.022086,-82.562566,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3183,,,,
5003,Hanley Rd @ Palmera Point,28.0195,-82.562376,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5003,,,,
5005,Hanley Rd @ Palmera Pointe,28.019523,-82.562623,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5005,,,,
3177,Hanley Rd @ Twelve Oaks Blvd,28.021507,-82.562251,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3177,,,,
3182,Hanley Rd @ Winging Way Dr,28.023508,-82.562548,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3182,,,,
5004,Hanley Rd @ Winging Way Dr,28.023445,-82.562224,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5004,,,,
3175,Hanley Rd @ Woodbridge Blvd,28.013257,-82.562422,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3175,,,,
3186,Hanley Rd @ Woodbridge Blvd,28.013171,-82.562548,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3186,,,,
2835,Hardcastle Pl @ SR 60,27.938113,-82.225979,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,2835,,,,
7956,Harney Rd @ 78th St South,28.024546,-82.368646,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7956,,,,
8103,Harney Rd @ Amazon Fullfilment,28.030249,-82.354118,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,8103,,,,
4063,Harney Rd @ Hanna Ave,28.003306,-82.380623,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4063,,,,
5055,Harney Rd @ Park East Blvd,27.998463,-82.383462,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5055,,,,
2607,Harney Rd @ Parke East Blvd,27.998551,-82.383584,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,2607,,,,
2611,Harney Rd @ Sligh Av,28.011227,-82.375907,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,2611,,,,
7411,Harney Rd @ Sligh Ave,28.011752,-82.375927,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7411,,,,
6931,Harney Rd @ Steamboat Ln,28.023375,-82.368987,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,6931,,,,
5058,Harney Rd @ Tampa Bay Tech,28.008357,-82.377672,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5058,,,,
5097,Harney Rd @ Tampa Bay Tech,28.008542,-82.377703,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5097,,,,
7713,Hattricks Station #11,27.945365,-82.456804,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,7713,,0.083622,5.028071,102.0
7623,HCC SouthShore Campus,27.723574,-82.402181,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7623,,,,
4021,Henderson Ave @ Florida Ave,27.959606,-82.459327,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,4021,,0.258005,8.060888,99.0
2283,Henderson Ave @ Nebraska Ave,27.959653,-82.450978,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2283,,0.11072,7.834108,102.0
4530,Henderson Ave @ Nebraska Ave,27.959623,-82.450488,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4530,,0.11072,7.834108,102.0
2279,Henderson Blvd @ Sterling Av,27.935511,-82.50377,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,2279,,0.479004,4.845773,98.0
2281,Henderson Blvd @ Sterling Av,27.936,-82.503477,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,2281,,0.291769,5.960416,103.0
7810,Hidden River Regional Park-n-Ride,28.075001,-82.360529,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,7810,,0.700839,3.717334,87.0
3998,Highland Ave @ Emma St,27.985955,-82.462129,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,3998,,0.459203,6.225241,98.0
4441,Highland Ave @ M L King Jr Blvd,27.981728,-82.462159,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,4441,,0.443585,4.662805,97.0
3996,Highland Ave @ Osborne Ave,27.988898,-82.462135,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,3996,,0.47973,4.341857,97.0
1240,Hillsborough @ 5555 Crown Bowling,27.996432,-82.537866,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1240,,,,
5290,Hillsborough Av  @ Mendenhall Dr,27.996078,-82.478532,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5290,,0.366716,6.154778,99.0
5366,Hillsborough Av @  5556,27.9962,-82.537742,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5366,,,,
1217,Hillsborough Av @ 11th St,27.996131,-82.447434,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1217,,0.539542,5.09788,97.0
5380,Hillsborough Av @ 11th St,27.995994,-82.448125,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,5380,,0.480291,4.982756,99.0
1215,Hillsborough Av @ 15th St,27.996122,-82.442724,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1215,,0.544163,5.367493,95.0
1294,Hillsborough Av @ 15th St,27.995991,-82.443133,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1294,,0.480291,4.982756,99.0
1214,Hillsborough Av @ 19th St,27.996122,-82.438388,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1214,,0.42357,4.870942,94.0
1295,Hillsborough Av @ 19th St,27.995994,-82.43905,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1295,,0.441089,6.18195,99.0
1212,Hillsborough Av @ 22nd St,27.996131,-82.4346,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1212,,0.289104,8.663226,100.0
1297,Hillsborough Av @ 22nd St,27.99599,-82.434999,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1297,,0.441089,6.18195,99.0
5284,Hillsborough Av @ 24th St,27.996131,-82.432361,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,5284,,0.289104,8.663226,100.0
1209,Hillsborough Av @ 30th St,27.996157,-82.426263,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1209,,0.45868,5.866855,98.0
1298,Hillsborough Av @ 30th St,27.995999,-82.426632,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1298,,0.239469,7.232134,101.0
1301,Hillsborough Av @ 32nd St,27.995997,-82.424601,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1301,,0.239469,7.232134,101.0
1207,Hillsborough Av @ 34th St,27.996157,-82.42215,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1207,,0.420773,7.935985,97.0
1302,Hillsborough Av @ 34th St,27.996,-82.422638,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1302,,0.239469,7.232134,101.0
1204,Hillsborough Av @ 37th St,27.996147,-82.4182,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1204,,0.420773,7.935985,97.0
1304,Hillsborough Av @ 37th St,27.996004,-82.418513,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1304,,0.306468,5.956543,98.0
5371,Hillsborough Av @ 3902,27.99589,-82.510056,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5371,,0.170747,6.982948,102.0
5295,Hillsborough Av @ 3909,27.996203,-82.507826,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5295,,0.254991,7.072981,102.0
5282,Hillsborough Av @ 39th St,27.996146,-82.415434,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,5282,,0.420773,7.935985,97.0
5296,Hillsborough Av @ 4021,27.996235,-82.51127,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5296,,0.254991,7.072981,102.0
1203,Hillsborough Av @ 40th St,27.996146,-82.413591,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1203,,0.420773,7.935985,97.0
1306,Hillsborough Av @ 40th St ES,27.996001,-82.413184,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1306,,0.305426,6.764162,98.0
1305,Hillsborough Av @ 40th St WS,27.996056,-82.41436,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1305,,0.306468,5.956543,98.0
1202,Hillsborough Av @ 43rd St,27.996192,-82.409904,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1202,,0.420773,7.935985,97.0
1307,Hillsborough Av @ 43rd St,27.995998,-82.410105,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1307,,0.305426,6.764162,98.0
1200,Hillsborough Av @ 46th St,27.996189,-82.406637,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1200,,0.420773,7.935985,97.0
1310,Hillsborough Av @ 46th St,27.99597,-82.407013,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1310,,0.305426,6.764162,98.0
1199,Hillsborough Av @ 48th St,27.996214,-82.403392,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1199,,0.420773,7.935985,97.0
7102,Hillsborough Av @ 4941,27.995968,-82.403711,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,7102,,0.305426,6.764162,98.0
7332,Hillsborough Av @ 59th St,27.99632,-82.39047,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7332,,,,
5280,Hillsborough Av @ 6804,27.99634,-82.377852,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5280,,,,
5362,Hillsborough Av @ 7012,27.996439,-82.559243,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5362,,,,
5299,Hillsborough Av @ 7023,27.996661,-82.559418,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5299,,,,
5285,Hillsborough Av @ 9th Av,27.99614,-82.449632,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,5285,,0.539542,5.09788,97.0
4361,Hillsborough Av @ Air Cargo Rd,27.996007,-82.523002,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4361,,0.170747,6.982948,102.0
1248,Hillsborough Av @ Ambassador Dr,27.996705,-82.565084,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1248,,,,
1283,Hillsborough Av @ Armenia Av,27.996022,-82.484752,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1283,,0.267157,7.921735,103.0
7547,Hillsborough Av @ Armenia Av,27.996194,-82.48457,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,7547,,0.331991,6.333444,99.0
5369,Hillsborough Av @ Bally 4402,27.995967,-82.516195,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5369,,0.170747,6.982948,102.0
6770,Hillsborough Av @ Beacon Av,27.995782,-82.472627,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,6770,,0.434252,5.265192,98.0
1242,Hillsborough Av @ Beaumont Ctr Blvd,27.996524,-82.548751,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1242,,,,
5365,Hillsborough Av @ Benjamin Rd,27.99622,-82.542264,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5365,,,,
1219,Hillsborough Av @ Central Av,27.996243,-82.45561,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1219,,0.39216,5.242293,99.0
1290,Hillsborough Av @ Central Av,27.99593,-82.455558,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1290,,0.344494,6.097635,101.0
5372,Hillsborough Av @ Church Av,27.995837,-82.507443,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5372,,0.170747,6.982948,102.0
1220,Hillsborough Av @ Florida Av,27.996299,-82.460303,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1220,,0.515109,4.404019,96.0
1289,Hillsborough Av @ Florida Av,27.995975,-82.459752,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1289,,0.47973,4.341857,97.0
1244,Hillsborough Av @ Golden Dr,27.99662,-82.553584,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1244,,,,
5364,Hillsborough Av @ Golden Dr,27.996397,-82.553123,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5364,,,,
1225,Hillsborough Av @ Habana Av,27.99621,-82.488429,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1225,,0.331991,6.333444,99.0
1282,Hillsborough Av @ Habana Av,27.996081,-82.488218,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1282,,0.267157,7.921735,103.0
1246,Hillsborough Av @ Hanley Rd,27.996691,-82.563689,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1246,,,,
4360,Hillsborough Av @ Hanley Rd,27.996452,-82.563084,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4360,,,,
5368,Hillsborough Av @ Hesperides St,27.995974,-82.518818,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5368,,0.170747,6.982948,102.0
1277,Hillsborough Av @ Himes Av,27.995939,-82.500511,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1277,,0.345393,6.419145,101.0
7532,Hillsborough Av @ Himes Av,27.996221,-82.501659,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,7532,,0.305496,7.990267,103.0
1238,Hillsborough Av @ Hoover Blvd,27.99642,-82.534204,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1238,,,,
1269,Hillsborough Av @ Hoover Blvd,27.996147,-82.533345,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1269,,,,
1284,Hillsborough Av @ Howard Av,27.99595,-82.481581,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1284,,0.277709,6.462054,100.0
5292,Hillsborough Av @ Howard Av,27.996122,-82.481814,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5292,,0.366716,6.154778,99.0
7197,Hillsborough Av @ Jamaica St,27.996017,-82.494618,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,7197,,0.345393,6.419145,101.0
1261,Hillsborough Av @ Kelly Rd,27.996483,-82.564521,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1261,,,,
4229,Hillsborough Av @ Lee Place,27.996176,-82.469766,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4229,,0.366716,6.154778,99.0
6771,Hillsborough Av @ Lee Place,27.995846,-82.469557,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,6771,,0.434252,5.265192,98.0
1228,Hillsborough Av @ Lincoln Av,27.996195,-82.497458,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1228,,0.305496,7.990267,103.0
1278,Hillsborough Av @ Lincoln Av,27.995952,-82.49709,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1278,,0.345393,6.419145,101.0
1274,Hillsborough Av @ Lois Av,27.995979,-82.512933,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1274,,0.170747,6.982948,102.0
1233,Hillsborough Av @ Lois Av (Hooters),27.996267,-82.514812,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1233,,0.254991,7.072981,102.0
1227,Hillsborough Av @ MacDill Av,27.996199,-82.49242,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,1227,,0.305496,7.990267,103.0
1280,Hillsborough Av @ MacDill Av,27.996036,-82.492177,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1280,,0.267157,7.921735,103.0
5382,Hillsborough Av @ Market Place,27.995992,-82.431624,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5382,,0.239469,7.232134,101.0
5225,Hillsborough Av @ McDonalds 4333,27.996283,-82.51745,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5225,,0.254991,7.072981,102.0
6768,Hillsborough Av @ McKay Av,27.996062,-82.472677,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,6768,,0.366716,6.154778,99.0
1285,Hillsborough Av @ Mendenhall Dr,27.995924,-82.478877,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1285,,0.277709,6.462054,100.0
1291,Hillsborough Av @ Nebraska Av,27.996067,-82.450645,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,1291,,0.480291,4.982756,99.0
4228,Hillsborough Av @ Ola Av,27.996322,-82.464118,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,4228,,0.515109,4.404019,96.0
5379,Hillsborough Av @ Ola Av,27.995965,-82.464239,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,5379,,0.47973,4.341857,97.0
1317,Hillsborough Av @ Orient Rd,27.996029,-82.373507,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1317,,,,
7076,Hillsborough Av @ Orient Rd,27.996357,-82.373551,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7076,,,,
5283,Hillsborough Av @ Railroad Crossing,27.996149,-82.4292,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,5283,,0.289104,8.663226,100.0
5383,Hillsborough Av @ Railroad Crossing,27.995998,-82.429114,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5383,,0.239469,7.232134,101.0
1287,Hillsborough Av @ Rome Av,27.995916,-82.476496,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,1287,,0.277709,6.462054,100.0
4231,Hillsborough Av @ Rome Av,27.99607,-82.47597,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4231,,0.366716,6.154778,99.0
5349,Hillsborough Av @ Ross Plaza,27.996629,-82.580417,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5349,,,,
1245,Hillsborough Av @ Sawyer Rd,27.996639,-82.556358,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1245,,,,
5363,Hillsborough Av @ Sawyer Rd,27.996426,-82.557181,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5363,,,,
1254,Hillsborough Av @ Sheldon Rd,27.996887,-82.581503,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1254,,,,
5226,Hillsborough Av @ Sherwin Williams,27.996336,-82.524837,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Least Vulnerable,5226,,,,
7104,Hillsborough Av @ Sunforest Dr.,27.996275,-82.549156,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7104,,,,
1249,Hillsborough Av @ Town 'N Country,27.996726,-82.568107,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1249,,,,
1259,Hillsborough Av @ Town 'N Country,27.996518,-82.569248,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1259,,,,
1314,Hillsborough Av @ Walton Way,27.996024,-82.380689,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1314,,,,
5281,Hillsborough Av @ Walton Way,27.996341,-82.380462,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5281,,,,
1251,Hillsborough Av @ Webb Rd,27.996777,-82.574756,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1251,,,,
1257,Hillsborough Av @ Webb Rd,27.996566,-82.575417,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,1257,,,,
